category,urgency,distance_km,is_remote,road_type,weather,traffic_level,time_of_day,order_weight_kg,past_delay_count,vehicle_capacity_load_pct,customer_priority_flag,priority_score,eta_minutes,delayed
electronics,high,8.79,1,paved,fog,1,evening,13.12,1,24,0,49.8,22.8,0
agricultural_supplies,low,47.94,0,mixed,rain,2,night,3.78,0,37,0,20.2,166.4,0
electronics,normal,5.42,0,paved,clear,1,night,7.35,0,30,0,21.4,6.8,0
electronics,low,25.13,0,paved,rain,5,afternoon,2.53,3,23,0,4.0,82.5,0
groceries,normal,1.74,0,paved,clear,5,night,1.89,1,85,0,19.4,5.0,0
agricultural_supplies,low,6.33,0,paved,clear,1,evening,4.51,2,40,0,18.9,12.5,0
clothing,low,10.57,0,paved,clear,5,evening,2.9,2,81,0,5.7,22.8,0
electronics,low,59.5,0,mixed,clear,1,evening,7.0,0,33,0,9.2,141.2,0
agricultural_supplies,low,1.4,0,mixed,clear,3,afternoon,3.34,1,21,0,14.7,6.3,0
electronics,high,14.08,0,paved,clear,4,night,3.8,1,34,0,37.0,31.7,0
agricultural_supplies,low,9.8,1,paved,clear,1,afternoon,2.59,0,72,1,44.3,30.4,0
documents,low,13.14,1,mixed,clear,1,evening,3.59,3,67,0,22.7,42.2,0
electronics,high,8.88,0,unpaved,rain,4,night,4.31,1,49,0,31.6,53.2,1
medicine,normal,16.04,0,paved,clear,2,night,0.45,0,80,0,48.1,25.5,0
medicine,low,4.58,0,paved,clear,2,morning,2.05,3,95,0,44.3,5.0,0
groceries,high,2.11,1,mixed,clear,3,evening,2.15,0,91,0,51.8,10.2,0
electronics,normal,2.14,1,paved,clear,5,evening,4.33,3,92,0,22.3,13.2,1
medicine,normal,29.03,1,mixed,fog,5,afternoon,6.16,1,41,1,79.7,147.2,1
groceries,normal,22.39,1,mixed,clear,2,night,4.65,0,61,0,33.1,72.8,0
medicine,normal,8.86,0,mixed,rain,2,night,3.13,2,39,1,57.7,34.5,0
groceries,normal,9.14,1,mixed,clear,1,afternoon,1.13,0,25,0,33.9,30.2,0
documents,normal,4.86,0,paved,clear,2,morning,3.1,0,49,0,22.6,16.9,0
clothing,normal,11.41,0,paved,clear,4,afternoon,3.03,3,60,0,18.7,27.1,0
agricultural_supplies,high,6.93,0,paved,clear,4,evening,8.04,0,26,1,55.4,22.1,0
electronics,normal,13.63,1,mixed,clear,1,afternoon,4.85,0,29,0,29.4,37.2,0
documents,normal,9.93,1,mixed,rain,3,evening,7.38,0,87,0,39.8,40.9,0
groceries,emergency,3.54,0,paved,clear,4,afternoon,1.57,0,64,0,61.7,5.0,0
clothing,normal,4.44,1,paved,rain,3,evening,2.37,0,39,0,30.1,23.1,0
clothing,normal,2.23,1,mixed,rain,3,night,0.66,1,30,0,27.3,13.6,0
groceries,normal,13.58,1,unpaved,rain,4,afternoon,3.66,0,35,1,32.7,73.6,1
electronics,low,16.63,0,paved,rain,1,afternoon,14.28,2,82,0,2.1,46.3,0
electronics,high,6.72,1,unpaved,clear,4,morning,3.98,1,38,0,50.3,35.8,1
clothing,normal,10.24,0,paved,clear,3,afternoon,4.62,0,30,0,16.8,20.9,0
groceries,high,7.27,0,paved,rain,1,afternoon,1.91,2,83,0,45.9,22.9,0
clothing,high,14.58,1,mixed,clear,1,evening,1.98,0,20,0,50.7,41.7,0
groceries,emergency,6.96,0,paved,clear,1,morning,6.18,0,78,1,63.1,9.5,0
electronics,high,1.73,1,unpaved,clear,4,afternoon,6.35,3,31,0,47.0,15.2,1
clothing,high,6.42,0,paved,rain,1,afternoon,1.21,0,71,0,31.0,21.9,0
groceries,emergency,3.45,0,paved,rain,1,night,6.58,1,40,0,52.3,10.2,0
groceries,low,2.01,0,mixed,clear,5,night,1.71,2,96,0,0.8,6.5,0
agricultural_supplies,high,12.22,1,paved,clear,4,afternoon,2.0,3,44,0,59.4,35.7,0
agricultural_supplies,normal,47.18,0,mixed,clear,5,night,8.54,3,62,1,34.5,172.3,0
groceries,normal,7.86,0,paved,clear,3,night,8.24,1,81,0,24.1,21.7,0
documents,normal,1.99,1,paved,storm,3,evening,4.45,2,29,0,38.0,7.4,0
groceries,high,4.95,1,unpaved,clear,5,morning,0.78,1,26,0,45.7,27.8,0
medicine,high,14.46,1,mixed,clear,3,morning,2.01,0,97,0,85.9,50.0,0
groceries,low,3.04,1,mixed,clear,2,morning,3.71,0,96,0,21.4,13.0,0
medicine,high,18.85,0,unpaved,rain,4,evening,11.06,3,47,0,71.0,92.8,1
groceries,high,41.04,0,mixed,clear,5,evening,4.64,0,20,0,34.8,155.2,0
agricultural_supplies,normal,4.74,1,unpaved,clear,4,afternoon,1.37,2,53,0,52.6,25.4,1
groceries,normal,5.06,0,mixed,clear,5,night,0.82,0,63,0,21.1,20.3,0
agricultural_supplies,emergency,1.93,0,mixed,storm,2,evening,4.9,2,41,0,60.5,6.1,0
groceries,low,30.48,1,paved,clear,5,evening,0.91,4,77,0,16.5,86.9,0
electronics,normal,12.35,0,paved,clear,3,night,0.41,2,23,0,24.1,20.6,0
groceries,normal,2.08,1,unpaved,clear,3,night,9.13,2,63,0,35.1,5.7,0
agricultural_supplies,normal,2.08,0,paved,clear,5,evening,1.73,2,73,0,31.8,5.0,0
groceries,high,4.06,0,paved,clear,1,night,1.65,1,21,0,42.8,5.0,0
documents,normal,2.98,0,paved,clear,1,night,7.55,1,42,0,24.8,5.0,0
groceries,normal,12.04,0,paved,clear,5,morning,6.6,0,34,0,29.4,30.0,0
agricultural_supplies,low,5.07,1,mixed,clear,1,morning,2.28,0,99,1,35.2,10.7,0
medicine,low,10.99,1,mixed,clear,3,afternoon,7.01,2,41,1,61.0,40.8,0
electronics,high,3.96,0,unpaved,clear,2,afternoon,2.86,0,49,1,37.8,5.0,1
agricultural_supplies,normal,11.79,1,mixed,storm,5,afternoon,6.49,0,94,0,40.6,84.7,1
groceries,high,7.19,1,mixed,storm,1,evening,7.41,0,38,1,52.4,41.2,0
medicine,normal,9.41,1,paved,clear,1,night,5.9,3,35,0,61.9,30.6,0
medicine,normal,14.41,0,paved,clear,2,evening,2.32,1,79,0,51.0,33.9,0
medicine,normal,5.81,0,paved,fog,5,morning,1.91,2,98,0,48.9,18.9,1
electronics,low,4.47,0,paved,rain,2,morning,3.25,0,23,0,12.4,7.1,0
groceries,emergency,24.82,0,paved,clear,3,evening,1.82,1,89,0,46.2,58.6,0
agricultural_supplies,normal,9.96,0,unpaved,fog,3,evening,4.19,1,42,0,28.5,53.0,1
electronics,normal,17.07,1,paved,clear,4,afternoon,4.62,2,93,0,31.7,47.7,0
groceries,low,20.01,1,unpaved,fog,4,night,4.03,1,46,0,21.5,119.4,1
documents,normal,1.62,0,paved,storm,2,morning,0.87,1,76,0,29.9,6.9,0
groceries,low,2.26,0,mixed,clear,1,night,5.24,0,28,0,14.5,10.5,0
medicine,normal,5.41,1,unpaved,rain,3,afternoon,2.57,1,52,1,77.9,26.3,1
agricultural_supplies,low,4.5,1,paved,clear,4,night,2.63,0,77,1,33.5,21.2,0
electronics,high,15.46,1,unpaved,clear,3,night,4.11,5,53,1,51.1,72.2,1
clothing,low,23.93,0,paved,clear,3,evening,1.51,3,60,0,7.5,53.8,1
groceries,low,3.08,1,unpaved,clear,4,morning,4.27,1,74,1,32.1,7.2,1
medicine,high,6.97,1,paved,clear,2,evening,2.64,0,35,0,79.9,22.1,0
agricultural_supplies,normal,20.7,0,paved,clear,2,afternoon,7.04,0,32,0,38.9,46.3,0
documents,normal,3.33,1,unpaved,rain,4,night,2.94,1,37,0,44.6,26.2,0
agricultural_supplies,low,15.07,0,unpaved,clear,2,evening,3.92,1,79,0,16.2,52.4,1
groceries,low,3.41,1,mixed,clear,1,night,3.61,0,32,0,26.1,17.6,0
medicine,low,11.64,0,paved,clear,2,night,2.9,0,63,0,35.6,21.3,0
groceries,high,22.08,0,paved,storm,5,afternoon,2.77,1,62,1,47.0,112.1,1
groceries,normal,12.31,1,unpaved,clear,1,evening,1.52,0,72,0,31.3,42.9,1
documents,normal,8.34,1,paved,clear,1,evening,4.8,0,40,0,35.7,13.1,0
electronics,normal,17.44,1,mixed,clear,4,evening,3.21,0,55,0,33.1,65.5,0
medicine,high,5.6,1,mixed,clear,1,afternoon,3.56,1,50,0,79.2,16.3,0
agricultural_supplies,normal,8.46,0,paved,clear,2,morning,4.11,0,99,0,32.8,12.8,0
medicine,normal,7.19,0,paved,clear,5,morning,6.46,1,70,0,52.1,20.8,0
agricultural_supplies,high,7.1,0,paved,clear,2,morning,2.29,1,64,1,48.4,17.2,0
clothing,low,12.05,1,mixed,fog,4,evening,7.1,1,97,0,18.3,64.9,1
groceries,normal,1.09,0,paved,clear,4,morning,5.82,2,36,0,20.0,5.0,0
medicine,normal,23.01,1,unpaved,rain,3,night,2.26,0,77,0,54.5,119.4,1
groceries,normal,10.53,0,paved,clear,3,afternoon,6.43,1,72,0,15.2,27.6,0
medicine,high,5.14,1,mixed,clear,5,morning,5.42,2,66,0,81.1,24.3,0
medicine,low,10.13,0,paved,fog,5,night,11.98,1,57,1,42.5,32.6,1
medicine,low,20.48,1,paved,rain,5,evening,3.29,3,59,0,48.0,71.7,0
clothing,low,11.96,1,unpaved,clear,3,morning,2.23,2,59,0,25.4,50.0,1
electronics,emergency,10.43,1,mixed,clear,3,evening,2.41,3,83,0,57.4,35.1,0
medicine,high,5.25,1,paved,clear,3,evening,3.95,2,82,0,76.4,26.0,0
agricultural_supplies,normal,6.31,1,unpaved,rain,2,evening,4.29,1,58,0,34.2,38.0,1
clothing,low,9.2,1,mixed,rain,5,night,7.9,1,95,0,11.3,45.2,0
groceries,high,12.68,1,unpaved,clear,1,afternoon,1.03,1,81,0,41.3,44.0,0
electronics,low,29.63,0,paved,clear,2,evening,2.78,1,28,1,15.3,65.2,0
clothing,high,22.52,0,paved,clear,2,afternoon,3.5,3,76,1,42.4,44.4,0
electronics,low,39.58,0,paved,fog,1,night,7.51,1,55,0,9.0,105.4,0
agricultural_supplies,normal,37.46,0,paved,rain,1,night,1.72,1,32,0,27.7,87.9,0
clothing,emergency,17.23,0,unpaved,clear,5,evening,1.57,0,24,0,53.4,77.5,1
electronics,high,32.74,0,unpaved,clear,2,morning,1.58,0,91,0,35.5,114.9,0
agricultural_supplies,low,4.66,0,paved,clear,4,evening,0.28,0,38,0,15.8,16.4,0
groceries,normal,23.33,0,paved,rain,3,morning,1.13,0,43,0,30.4,73.5,0
electronics,high,18.26,0,paved,rain,2,afternoon,6.68,3,75,0,42.3,52.7,0
documents,normal,3.3,0,paved,rain,3,night,1.98,1,74,1,37.5,7.5,0
documents,low,39.89,0,paved,storm,5,evening,6.77,0,40,0,2.7,198.4,1
groceries,normal,1.48,0,paved,rain,3,afternoon,3.34,1,98,0,20.0,5.0,0
groceries,normal,8.56,0,paved,clear,1,evening,7.47,0,47,0,17.8,18.8,0
groceries,high,3.99,1,unpaved,clear,2,morning,7.43,1,29,0,50.7,24.5,0
electronics,low,23.5,0,paved,clear,4,evening,5.76,0,51,0,1.4,56.2,0
groceries,low,1.82,0,unpaved,clear,1,morning,5.82,0,56,1,20.1,9.2,0
medicine,low,8.0,0,paved,fog,3,night,1.58,2,23,0,33.4,29.4,0
groceries,emergency,16.87,1,unpaved,rain,1,night,0.96,1,89,0,71.5,71.7,1
agricultural_supplies,high,7.47,0,mixed,clear,5,morning,2.06,1,45,0,48.7,35.1,0
documents,low,31.92,0,paved,fog,3,evening,4.22,1,21,0,4.0,100.6,0
documents,high,10.18,0,paved,clear,5,morning,0.52,0,64,0,36.9,32.7,0
clothing,normal,19.55,0,mixed,fog,1,night,3.27,1,75,0,13.3,63.2,0
groceries,normal,43.68,0,paved,rain,3,morning,3.7,1,34,0,24.1,121.0,0
electronics,low,7.83,0,paved,clear,1,afternoon,2.93,0,22,0,12.7,9.6,0
medicine,emergency,21.36,1,paved,storm,5,morning,4.38,1,21,0,93.0,109.2,1
electronics,normal,2.78,0,paved,rain,2,evening,0.17,3,74,1,34.6,9.3,0
medicine,normal,5.27,0,unpaved,clear,5,evening,2.69,0,59,1,61.5,25.4,1
documents,normal,13.44,1,mixed,storm,4,afternoon,3.11,3,79,0,31.6,91.6,1
clothing,normal,7.87,0,paved,rain,2,night,3.55,1,88,0,19.3,21.8,0
agricultural_supplies,emergency,14.64,1,unpaved,clear,5,night,0.95,1,80,0,65.5,75.0,1
medicine,low,10.13,1,paved,clear,4,morning,2.17,4,91,0,53.5,32.3,1
agricultural_supplies,normal,13.04,0,paved,clear,2,afternoon,5.87,0,58,0,39.9,29.8,0
electronics,low,36.24,0,paved,clear,1,afternoon,2.11,2,74,0,5.6,73.3,0
clothing,low,18.8,0,paved,rain,4,afternoon,0.34,0,91,0,0.0,61.6,0
documents,normal,1.5,0,paved,clear,1,morning,5.08,2,68,0,26.9,5.0,0
agricultural_supplies,high,7.53,0,paved,clear,2,morning,6.04,2,25,0,54.5,22.8,0
electronics,normal,2.04,1,paved,clear,1,morning,0.87,3,30,0,29.6,15.0,0
medicine,normal,31.79,0,mixed,rain,3,morning,6.77,1,81,0,51.0,117.6,0
medicine,high,2.0,0,paved,fog,5,morning,8.95,1,27,1,82.0,8.4,0
documents,normal,25.95,1,mixed,clear,4,morning,1.95,2,21,0,37.0,92.2,0
groceries,normal,8.86,1,paved,clear,1,afternoon,1.74,0,99,0,33.5,14.1,0
clothing,low,7.54,1,mixed,rain,3,night,1.7,2,35,0,15.1,31.8,0
groceries,normal,28.41,1,paved,clear,4,night,9.55,1,41,1,38.3,86.7,0
medicine,emergency,3.42,1,unpaved,clear,1,afternoon,1.11,1,90,0,95.9,12.9,0
groceries,normal,4.9,0,paved,clear,2,afternoon,3.58,1,99,0,15.9,11.0,0
electronics,normal,12.63,1,paved,clear,3,evening,0.41,1,89,0,28.9,28.5,0
groceries,high,5.68,1,paved,clear,2,evening,0.31,1,92,0,58.4,20.4,0
medicine,normal,18.59,1,paved,clear,2,evening,3.11,0,64,0,69.9,41.9,0
medicine,normal,2.01,1,paved,clear,4,night,3.85,0,92,0,63.1,19.8,0
documents,normal,4.71,0,mixed,rain,1,evening,2.31,3,41,0,26.9,11.7,0
groceries,normal,19.7,0,paved,rain,3,night,2.61,2,91,0,23.4,57.3,0
medicine,high,3.26,1,mixed,storm,3,night,1.27,1,52,0,72.9,27.5,0
groceries,normal,10.57,0,paved,clear,2,morning,4.83,1,37,1,36.4,19.4,0
documents,low,17.84,0,paved,clear,1,afternoon,2.88,0,45,0,0.0,32.5,0
agricultural_supplies,normal,13.8,1,mixed,storm,5,morning,4.08,1,43,0,42.8,92.5,1
clothing,normal,14.24,0,paved,fog,3,night,9.04,1,71,0,21.3,43.6,0
medicine,high,18.8,0,paved,clear,4,evening,5.45,3,86,0,74.5,48.5,0
agricultural_supplies,low,4.92,1,paved,clear,2,afternoon,1.33,0,37,0,30.9,15.3,0
clothing,high,3.6,1,unpaved,clear,3,afternoon,0.74,1,36,0,42.0,17.8,1
medicine,normal,14.55,1,paved,clear,5,evening,10.96,4,75,0,60.3,45.8,0
clothing,low,54.94,0,paved,rain,3,afternoon,2.44,1,92,0,8.6,165.3,0
medicine,high,1.27,0,paved,clear,2,morning,0.47,1,95,0,70.3,5.0,0
clothing,high,4.51,0,paved,clear,1,night,1.74,1,20,1,36.6,11.4,0
electronics,high,12.3,0,mixed,rain,1,morning,4.73,3,96,1,45.9,29.0,0
agricultural_supplies,normal,28.13,1,unpaved,clear,1,afternoon,1.74,2,78,0,52.9,92.2,1
clothing,high,28.66,0,mixed,clear,3,night,4.14,2,60,1,46.3,85.8,0
medicine,normal,3.98,0,paved,clear,1,afternoon,6.06,4,41,0,62.7,5.3,0
agricultural_supplies,high,1.08,0,paved,fog,1,afternoon,3.69,1,37,0,46.3,5.0,0
medicine,normal,60.92,1,paved,fog,3,night,0.93,1,51,1,76.1,195.7,1
groceries,normal,31.29,1,unpaved,clear,1,evening,5.23,0,95,0,30.5,102.9,1
groceries,normal,6.24,0,paved,rain,1,evening,3.52,0,44,0,21.7,15.8,0
medicine,emergency,1.66,0,unpaved,rain,4,afternoon,7.96,0,76,0,92.7,12.3,0
documents,low,1.06,1,unpaved,clear,5,afternoon,11.48,2,29,0,27.3,7.8,1
groceries,normal,5.91,0,paved,clear,4,night,1.33,0,25,0,24.4,17.8,0
medicine,low,6.32,1,unpaved,clear,3,afternoon,1.6,1,35,0,54.0,28.8,1
electronics,normal,4.29,0,mixed,clear,3,night,2.32,1,57,0,19.5,12.3,0
clothing,normal,3.05,1,paved,clear,1,morning,3.13,1,74,0,35.1,5.0,0
agricultural_supplies,high,2.83,0,mixed,clear,3,night,1.05,0,33,0,41.4,6.1,0
medicine,normal,3.77,0,paved,clear,2,evening,3.46,0,60,0,59.5,5.0,0
medicine,high,2.0,0,mixed,clear,5,evening,2.12,1,66,0,75.6,5.0,0
groceries,emergency,22.85,0,paved,storm,1,afternoon,3.98,0,22,0,50.5,77.8,0
groceries,emergency,9.91,1,unpaved,clear,5,afternoon,2.18,2,72,1,70.6,54.0,0
groceries,emergency,11.51,1,paved,storm,4,morning,2.18,1,92,0,57.8,55.8,1
clothing,low,1.94,0,mixed,rain,1,afternoon,2.75,0,56,0,8.1,5.0,0
groceries,low,4.63,0,paved,clear,3,afternoon,5.69,1,44,0,5.0,14.2,0
medicine,normal,10.26,0,paved,clear,5,evening,1.13,0,49,0,56.7,19.6,0
groceries,low,6.9,1,unpaved,clear,5,evening,4.21,1,37,1,29.8,33.8,1
medicine,high,13.77,0,mixed,rain,1,morning,0.78,0,80,1,77.2,48.0,0
documents,normal,10.97,1,unpaved,clear,3,evening,3.04,0,39,0,39.9,52.2,0
agricultural_supplies,emergency,12.25,0,paved,clear,4,afternoon,1.86,1,62,0,63.4,28.8,0
groceries,low,12.52,1,paved,clear,3,afternoon,3.9,2,94,0,9.1,40.4,0
medicine,high,7.13,1,unpaved,clear,5,morning,2.82,3,35,1,82.3,39.1,1
agricultural_supplies,low,1.84,0,paved,clear,1,morning,7.97,2,83,1,32.2,10.0,0
documents,emergency,5.67,0,paved,storm,4,night,3.57,1,29,1,62.8,23.3,1
groceries,emergency,12.85,0,mixed,fog,4,night,5.98,1,46,0,57.7,56.0,0
documents,low,25.83,0,paved,clear,3,morning,5.36,1,86,0,17.9,60.8,0
groceries,high,1.97,1,paved,fog,2,evening,6.15,0,58,0,41.0,7.7,0
medicine,high,9.49,0,paved,fog,3,night,4.55,2,65,0,70.4,29.2,1
clothing,emergency,40.95,1,unpaved,clear,4,evening,4.34,0,69,1,71.6,168.0,0
groceries,normal,1.59,0,paved,rain,2,morning,3.92,1,30,0,26.3,5.0,0
groceries,high,10.5,1,unpaved,rain,1,morning,3.56,0,32,0,48.3,46.0,0
electronics,normal,14.0,1,unpaved,clear,1,night,3.94,1,94,0,38.5,49.7,0
agricultural_supplies,normal,9.15,1,unpaved,rain,3,evening,2.12,0,35,0,35.5,50.4,1
groceries,normal,1.52,0,paved,rain,2,afternoon,1.17,1,87,0,33.7,7.7,0
agricultural_supplies,emergency,13.21,0,paved,clear,4,evening,0.42,1,40,0,67.2,35.1,0
medicine,normal,21.74,1,paved,clear,3,night,4.87,1,22,0,66.9,59.2,0
medicine,high,7.58,0,mixed,clear,5,night,0.29,0,93,0,60.7,20.3,1
medicine,normal,2.95,0,paved,clear,1,morning,1.72,2,99,0,63.6,5.0,0
medicine,normal,8.01,1,paved,clear,3,night,2.85,3,39,0,62.1,23.1,0
electronics,normal,4.54,0,paved,clear,1,afternoon,9.65,3,74,0,16.4,16.0,0
agricultural_supplies,low,2.37,0,paved,clear,5,night,0.59,4,96,0,27.3,11.0,0
documents,normal,14.29,0,paved,clear,2,night,1.95,3,24,0,28.7,29.4,0
medicine,low,28.0,0,mixed,clear,2,night,2.03,2,54,0,42.7,76.8,0
agricultural_supplies,emergency,8.12,0,paved,clear,5,night,3.07,1,84,0,59.7,31.6,0
medicine,low,2.24,0,mixed,storm,3,night,2.82,3,67,0,41.3,12.8,1
groceries,emergency,5.17,0,mixed,clear,1,night,0.98,0,89,0,57.0,12.8,0
clothing,emergency,2.04,0,paved,clear,1,morning,3.53,0,77,0,47.7,5.0,0
electronics,normal,11.03,1,unpaved,storm,1,afternoon,0.75,1,34,0,27.2,72.8,1
medicine,low,6.83,1,mixed,clear,4,afternoon,4.01,0,33,0,53.2,24.6,0
groceries,normal,19.37,0,paved,clear,2,afternoon,3.41,4,69,0,25.4,40.7,0
clothing,low,4.75,0,paved,fog,5,evening,7.05,2,28,0,2.9,16.0,0
agricultural_supplies,normal,16.64,0,paved,clear,4,afternoon,7.37,1,68,0,28.6,38.6,0
electronics,normal,4.02,0,paved,rain,4,evening,4.11,0,23,0,22.0,12.6,0
documents,normal,15.86,0,mixed,clear,4,evening,6.18,1,81,0,32.8,56.7,0
agricultural_supplies,normal,3.77,0,paved,rain,5,night,8.28,2,66,0,23.6,8.9,0
clothing,low,2.83,1,mixed,fog,5,afternoon,7.31,2,95,0,11.9,25.9,1
electronics,emergency,1.37,1,unpaved,clear,4,morning,5.15,0,40,0,49.1,16.0,0
groceries,high,33.89,0,paved,fog,1,evening,5.4,0,56,0,36.6,89.8,0
agricultural_supplies,low,4.56,1,paved,fog,5,evening,1.97,0,45,0,28.6,18.3,0
medicine,normal,16.56,1,paved,clear,5,evening,3.99,0,86,0,63.9,52.5,0
groceries,low,10.86,1,mixed,clear,3,morning,0.07,2,66,0,15.4,37.6,0
groceries,high,19.14,0,unpaved,clear,2,evening,4.91,2,68,1,42.1,64.5,0
agricultural_supplies,high,3.13,0,mixed,rain,1,morning,2.3,2,31,0,51.2,9.3,0
clothing,normal,6.13,0,paved,clear,5,morning,6.31,3,93,0,20.2,17.7,0
agricultural_supplies,low,2.47,0,paved,clear,5,afternoon,6.0,1,59,0,16.0,6.5,0
medicine,high,39.59,0,mixed,rain,5,afternoon,0.21,2,36,0,64.3,175.6,0
medicine,high,16.88,0,paved,clear,1,night,0.96,0,69,0,69.1,26.4,0
agricultural_supplies,high,54.18,1,paved,rain,3,night,10.06,1,45,0,63.5,158.6,0
electronics,normal,5.68,0,paved,clear,1,night,5.63,0,35,0,14.2,16.8,0
electronics,emergency,10.65,0,mixed,clear,5,afternoon,4.25,0,77,0,46.7,29.4,0
groceries,normal,3.37,0,paved,clear,4,evening,1.42,1,53,0,23.8,5.0,0
groceries,high,42.51,0,paved,storm,3,evening,9.56,1,66,0,36.0,176.1,0
agricultural_supplies,low,61.7,0,paved,rain,4,morning,5.95,0,94,0,9.9,191.9,0
groceries,emergency,11.82,0,paved,clear,3,morning,2.93,4,64,0,55.1,28.8,0
clothing,normal,12.6,1,mixed,rain,5,night,1.11,0,60,0,30.9,63.5,0
electronics,low,16.6,1,paved,rain,3,afternoon,3.34,0,48,1,14.3,60.4,0
clothing,low,40.55,0,paved,fog,5,evening,5.66,1,32,0,5.0,157.1,1
agricultural_supplies,high,7.61,0,paved,clear,2,morning,3.69,2,22,1,49.6,17.5,0
medicine,emergency,28.48,0,mixed,rain,1,afternoon,0.42,1,34,0,82.9,91.6,0
agricultural_supplies,low,14.17,1,paved,rain,4,night,1.13,1,88,1,39.7,52.7,0
groceries,high,13.28,0,paved,fog,1,morning,1.74,1,71,0,38.3,32.2,0
documents,normal,20.74,0,mixed,fog,1,night,3.04,5,47,0,25.0,69.8,0
groceries,high,9.8,1,mixed,rain,4,evening,3.87,0,48,1,62.8,53.4,0
documents,high,16.1,1,unpaved,rain,3,afternoon,3.52,1,22,0,47.7,83.4,0
medicine,normal,14.46,0,paved,clear,3,evening,2.71,0,52,0,55.6,39.2,0
clothing,normal,2.99,0,mixed,clear,5,afternoon,4.22,3,28,0,22.4,10.7,0
agricultural_supplies,emergency,6.42,0,mixed,rain,1,evening,2.86,3,84,0,64.9,16.8,0
agricultural_supplies,normal,1.56,1,unpaved,clear,3,night,4.34,0,81,0,41.0,10.6,0
groceries,normal,47.13,1,unpaved,clear,2,night,1.31,2,29,0,27.2,174.7,1
groceries,normal,16.09,1,paved,rain,3,evening,0.77,2,99,0,36.8,52.3,0
groceries,normal,7.61,0,unpaved,clear,3,night,3.54,1,81,0,23.0,30.4,1
agricultural_supplies,high,18.21,1,mixed,clear,3,evening,0.75,1,27,0,68.8,62.7,0
medicine,low,24.86,1,mixed,rain,2,afternoon,3.72,1,58,0,50.3,88.4,0
electronics,low,23.04,0,paved,clear,4,afternoon,3.34,0,50,1,12.5,59.1,0
medicine,normal,10.48,0,paved,fog,5,night,1.23,1,47,0,55.3,41.2,1
electronics,normal,8.69,1,paved,rain,2,afternoon,9.25,0,78,0,23.8,30.0,0
medicine,emergency,4.72,0,paved,clear,3,afternoon,5.0,2,64,0,77.6,7.8,0
medicine,normal,2.68,1,mixed,clear,2,afternoon,4.05,2,56,0,68.2,14.0,0
groceries,normal,9.69,0,paved,clear,4,night,3.59,2,69,0,23.4,27.1,0
electronics,low,30.28,0,paved,fog,4,morning,2.57,3,61,0,0.0,103.3,1
groceries,normal,6.55,1,paved,clear,4,morning,9.79,0,24,0,39.6,23.9,0
groceries,high,3.79,0,paved,clear,5,night,2.24,1,72,1,46.2,8.2,0
electronics,low,13.92,1,unpaved,clear,4,night,6.6,3,70,0,13.0,72.1,1
medicine,high,12.77,0,paved,rain,5,morning,3.18,1,21,0,63.9,39.6,0
electronics,normal,1.19,1,unpaved,rain,4,evening,8.07,1,22,0,25.8,12.9,1
medicine,low,48.86,0,paved,clear,1,afternoon,2.31,2,52,0,23.6,99.0,0
medicine,normal,11.5,1,unpaved,fog,3,evening,8.45,1,57,0,62.4,63.9,1
groceries,low,8.23,0,paved,rain,1,morning,3.52,1,70,0,5.7,15.9,0
groceries,high,1.36,0,paved,clear,4,night,3.52,1,31,1,49.6,5.0,0
medicine,low,10.67,0,paved,clear,2,night,2.93,2,80,0,44.5,24.6,0
electronics,normal,4.63,1,unpaved,clear,4,night,4.31,1,27,0,25.6,21.5,1
clothing,emergency,3.0,1,paved,clear,4,morning,2.77,1,36,0,57.9,12.6,0
electronics,normal,8.37,1,unpaved,clear,4,night,2.77,1,70,0,33.8,39.3,1
medicine,high,4.96,0,paved,rain,2,evening,4.83,0,91,0,65.6,12.2,0
agricultural_supplies,low,3.21,0,paved,storm,2,morning,1.49,0,76,0,15.4,9.8,0
clothing,normal,10.66,0,mixed,rain,2,evening,5.3,0,91,0,20.5,33.2,0
medicine,low,12.23,0,paved,clear,2,morning,2.31,1,22,1,52.3,19.0,0
documents,low,8.64,1,unpaved,clear,4,night,1.48,2,87,0,24.4,44.6,1
groceries,high,17.91,0,mixed,clear,1,afternoon,2.85,2,57,1,51.8,45.0,0
groceries,low,27.03,0,unpaved,clear,1,evening,2.71,3,60,0,7.5,86.8,0
agricultural_supplies,emergency,17.32,0,mixed,fog,3,evening,1.65,1,98,0,56.7,70.2,1
agricultural_supplies,high,17.1,0,paved,storm,4,afternoon,0.72,2,34,0,55.3,85.8,1
agricultural_supplies,normal,7.46,1,paved,fog,3,morning,4.82,1,26,0,40.3,31.3,0
electronics,high,12.1,0,paved,clear,5,afternoon,0.3,0,70,0,34.9,32.5,0
agricultural_supplies,emergency,11.63,1,mixed,clear,5,morning,5.04,2,98,0,66.4,52.4,0
agricultural_supplies,normal,8.03,0,paved,clear,5,night,2.12,1,30,0,34.5,22.6,0
agricultural_supplies,normal,20.14,1,unpaved,rain,1,night,9.84,3,33,0,39.2,90.5,1
groceries,low,12.87,1,mixed,rain,2,morning,1.22,2,87,0,16.4,60.3,0
electronics,emergency,38.55,0,mixed,fog,4,morning,1.88,0,85,0,59.7,170.4,1
groceries,normal,19.04,1,mixed,rain,4,afternoon,3.38,0,68,0,38.7,84.8,0
medicine,low,23.37,0,mixed,clear,3,night,13.07,2,48,0,34.9,69.2,0
